20443
12	1
20	1
27	1
34	2
41	1
48	1
55	1
62	1
69	1
76	1
83	1
90	1
97	3
104	1
111	1
118	1
125	1
132	1
139	2
146	1
153	1
160	1
166	1
172	1
178	2
184	1
191	1
198	1
205	1
212	1
219	1
226	1
233	1
239	3
246	1
252	1
258	1
264	1
270	1
277	2
284	1
290	2
296	1
302	1
308	1
315	1
322	1
329	1
336	1
343	1
350	1
357	2
364	6
371	5
378	4
385	1
392	3
399	3
405	1
411	1
418	1
425	1
431	2
437	1
444	1
451	1
458	2
464	1
470	1
477	4
484	1
491	1
497	2
504	1
511	1
518	1
524	1
531	1
538	1
545	1
552	1
558	2
564	1
571	1
577	1
584	1
590	1
597	1
604	1
610	1
617	1
625	1
632	2
639	1
646	1
652	2
659	1
666	1
673	1
680	1
687	1
694	1
700	1
707	1
714	1
721	1
728	1
734	1
741	1
747	2
754	1
760	1
767	1
774	1
780	1
786	2
792	1
798	1
804	2
810	1
816	1
823	1
829	1
835	1
841	1
847	1
854	1
860	1
866	1
872	1
878	1
884	1
890	1
896	1
902	1
908	2
914	1
920	1
926	1
933	1
940	1
946	2
952	1
959	1
966	1
973	1
979	1
986	1
992	1
999	1
1006	1
1013	1
1020	1
1027	1
1034	1
1041	1
1047	1
1053	1
1060	1
1066	1
1072	2
1079	1
1086	1
1092	1
1098	1
1105	1
1112	1
1118	1
1125	1
1131	1
1137	1
1143	1
1150	1
1157	1
1163	1
1169	1
1176	1
1182	1
1188	1
1195	1
1202	1
1209	1
1215	1
1221	1
1227	1
1233	1
1240	1
1246	1
1253	1
1259	2
1266	1
1272	1
1279	1
1286	1
1292	1
1298	1
1304	1
1311	1
1317	1
1323	1
1329	1
1335	1
1342	1
1350	1
1356	1
1363	2
1369	1
1376	1
1383	1
1389	1
1395	2
1401	1
1407	1
1414	1
1421	1
1428	1
1435	1
1442	1
1449	1
1455	1
1462	3
1469	1
1475	1
1481	1
1487	1
1493	1
1500	1
1506	1
1513	1
1520	1
1526	1
1533	1
1539	1
1545	1
1551	2
1557	1
1563	1
1570	1
1577	1
1583	1
1590	1
1596	1
1604	1
1612	1
1618	1
1624	2
1630	1
1636	1
1642	1
1648	1
1654	1
1660	1
1667	1
1673	1
1680	1
1686	1
1692	2
1698	1
1705	1
1712	1
1718	1
1725	1
1731	1
1737	1
1744	1
1751	2
1757	1
1763	1
1770	1
1776	1
1782	1
1788	1
1794	1
1801	1
1808	1
1814	1
1820	1
1827	1
1833	1
1840	2
1846	2
1852	1
1858	1
1864	1
1870	1
1877	1
1883	1
1890	1
1896	1
1902	1
1910	1
1917	1
1924	1
1931	1
1937	1
1944	1
1950	1
1957	1
1963	1
1969	1
1976	1
1983	1
1989	1
1995	1
2001	1
2008	1
2014	1
2020	1
2026	1
2032	1
2038	2
2044	1
2050	1
2056	1
2063	1
2069	1
2075	1
2082	1
2089	1
2096	1
2103	1
2109	1
2115	1
2121	1
2127	2
2133	2
2139	1
2145	1
2152	1
2158	1
2165	1
2172	1
2179	1
2186	2
2192	1
2198	1
2205	1
2212	1
2218	1
2225	1
2231	1
2237	1
2243	1
2249	1
2255	1
2262	1
2268	1
2274	1
2280	1
2286	2
2293	3
2300	3
2307	3
2314	1
2320	2
2326	1
2332	1
2338	1
2344	1
2350	2
2356	1
2362	1
2369	1
2375	1
2381	1
2387	1
2394	1
2400	1
2407	1
2414	1
2421	1
2427	1
2433	2
2440	2
2446	1
2453	1
2460	1
2466	1
2473	1
2481	1
2488	1
2494	1
2501	1
2507	1
2514	2
2520	1
2526	1
2533	1
2539	1
2545	1
2551	1
2557	1
2563	1
2569	1
2575	1
2581	1
2587	1
2594	1
2600	2
2606	1
2613	3
2619	3
2627	2
2633	1
2639	1
2646	1
2653	1
2659	1
2665	2
2672	1
2679	2
2685	1
2691	1
2697	1
2703	1
2709	1
2715	1
2721	1
2727	1
2733	1
2739	1
2745	1
2751	2
2757	3
2763	3
2770	1
2777	1
2783	1
2789	1
2795	1
2801	1
2808	1
2814	2
2820	1
2826	1
2832	1
2839	1
2845	1
2851	1
2858	1
2864	1
2870	3
2876	1
2882	2
2888	2
2894	1
2901	5
2907	1
2913	1
2920	1
2928	1
2935	1
2941	1
2947	1
2953	1
2960	1
2967	1
2974	1
2981	1
2988	1
2995	1
3002	1
3009	1
3015	2
3022	2
3028	1
3034	1
3040	1
3046	1
3053	1
3059	1
3065	1
3071	3
3077	1
3083	1
3089	1
3095	1
3101	1
3107	1
3113	2
3119	2
3126	1
3132	1
3138	1
3144	1
3151	1
3157	1
3163	1
3169	1
3175	1
3182	1
3189	1
3196	1
3202	1
3208	1
3214	1
3220	2
3226	1
3232	1
3239	1
3246	1
3252	1
3258	2
3264	1
3270	1
3277	2
3283	1
3289	1
3295	1
3302	1
3309	1
3315	1
3321	1
3328	1
3335	1
3342	1
3349	1
3356	1
3363	1
3370	1
3377	1
3383	1
3390	1
3397	1
3403	1
3410	1
3416	1
3423	1
3430	1
3436	1
3442	1
3448	1
3454	1
3460	1
3466	1
3473	1
3479	1
3485	1
3491	2
3497	1
3503	1
3509	1
3515	1
3521	1
3527	2
3534	1
3540	1
3547	1
3555	1
3561	1
3568	1
3575	1
3581	1
3587	1
3593	1
3600	1
3606	1
3612	1
3618	1
3624	1
3630	1
3636	1
3643	1
3649	1
3655	1
3661	1
3667	1
3673	1
3679	1
3685	1
3691	1
3698	1
3705	1
3711	1
3717	1
3724	1
3730	2
3736	1
3743	1
3749	1
3756	1
3762	1
3768	1
3775	1
3782	2
3789	1
3795	1
3802	1
3809	1
3815	1
3821	1
3827	1
3833	1
3839	1
3845	1
3851	1
3857	1
3863	1
3869	1
3875	1
3881	1
3887	1
3893	1
3899	1
3905	1
3911	1
3917	1
3923	1
3929	1
3935	2
3941	1
3948	1
3956	1
3963	1
3969	1
3975	1
3981	1
3987	1
3993	1
3999	1
4006	1
4012	1
4018	1
4024	1
4030	2
4036	1
4042	1
4048	1
4054	1
4060	1
4066	1
4072	1
4078	1
4084	1
4090	1
4096	1
4102	1
4108	1
4114	1
4121	1
4127	1
4133	1
4139	1
4145	1
4151	1
4157	1
4163	1
4169	1
4175	2
4181	1
4188	1
4195	1
4202	1
4208	1
4214	1
4220	1
4226	1
4232	1
4238	2
4244	1
4250	1
4256	1
4262	1
4268	1
4274	1
4280	1
4286	1
4292	1
4298	1
4304	1
4310	1
4316	1
4322	1
4328	1
4334	1
4340	1
4346	1
4352	1
4358	1
4364	1
4370	1
4376	2
4382	1
4389	1
4395	1
4401	1
4408	1
4414	1
4421	1
4428	1
4435	3
4441	1
4447	1
4454	1
4460	1
4466	1
4472	1
4478	1
4484	1
4490	1
4496	1
4503	1
4510	1
4516	1
4522	1
4529	1
4536	1
4543	1
4549	1
4555	1
4562	1
4568	1
4574	1
4580	1
4587	1
4593	1
4599	1
4605	1
4611	1
4617	2
4623	1
4629	1
4636	1
4643	1
4650	1
4656	2
4663	1
4669	1
4676	1
4682	1
4688	1
4694	1
4701	1
4708	4
4714	1
4721	1
4728	1
4734	1
4740	1
4746	1
4752	1
4758	1
4765	1
4771	1
4777	1
4783	1
4789	1
4795	1
4801	1
4807	1
4813	2
4819	1
4825	1
4831	1
4837	1
4843	1
4849	1
4855	1
4862	1
4868	1
4874	1
4880	1
4886	2
4892	1
4898	1
4904	1
4910	1
4916	1
4922	1
4928	1
4934	1
4940	1
4946	1
4953	1
4959	1
4965	1
4971	1
4977	1
4983	1
4989	1
4996	1
5002	1
5008	1
5014	1
5020	1
5026	1
5032	1
5038	1
5044	1
5050	1
5057	2
5064	1
5070	2
5076	1
5082	1
5088	1
5095	1
5101	1
5107	1
5113	1
5119	1
